customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
6786-OBWQR,0,0.06944444444444445,0.6228855721393034,0.03892222478652205,0,0.3063516536014387,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2684-EIWEO,1,0.41666666666666663,0.7308457711442786,0.3161031617816755,1,0.4872471997393882,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2753-JMMCV,0,0.9027777777777777,0.5567164179104478,0.552371336256635,0,0.3885651123171011,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False
6439-GTPCA,0,0.625,0.6865671641791045,0.4526771290099238,1,0.4671962282815642,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
6621-YOBKI,0,0.06944444444444445,0.020895522388059695,0.00853334871913224,0,0.03831940118968162,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1216-JWVUX,0,0.3472222222222222,0.5696517412935324,0.2171993999538426,0,0.3904241614521683,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
7564-GHCVB,0,1.0,0.6049751243781094,0.6591160858527579,0,0.42331125797485647,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1173-NOEYG,0,0.375,0.7154228855721393,0.2774751903992615,0,0.47245328106906254,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
7595-EHCDL,0,0.4444444444444444,0.3218905472636816,0.18862797138241405,0,0.24989264453239673,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
6647-ZEDXT,0,0.41666666666666663,0.9174129353233832,0.38175051927071313,0,0.5993145809850373,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False
2521-NPUZR,0,0.9722222222222222,0.8233830845771145,0.8154511885529656,0,0.5533409548221316,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
1307-TVUFB,1,0.5833333333333333,0.607960199004975,0.3837179783060235,0,0.41883523263335687,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7503-MIOGA,1,1.0,0.7124378109452736,0.7706612047080545,0,0.5041745427208169,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
4381-MHQDC,0,0.6527777777777778,0.46517412935323377,0.3301523194091853,0,0.3103082717189656,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True
6923-JHPMP,0,0.027777777777777776,0.618905472636816,0.013651050080775443,0,0.22299550599360535,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
5138-WVKYJ,0,0.1388888888888889,0.7990049751243781,0.11421070851603969,1,0.5038193972185304,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
4018-PPNDW,0,0.8472222222222222,0.05820895522388059,0.17687514424186476,0,0.09674487382567347,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
1635-FJFCC,0,0.06944444444444445,0.2567164179104477,0.021157396722824833,0,0.14966448724947362,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2499-AJYUA,1,1.0,0.9208955223880596,0.9073909531502423,0,0.6032951200709313,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
6919-ELBGL,1,1.0,0.9621890547263682,0.9436418186014308,0,0.6295747465158115,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
3966-HRMZA,1,0.041666666666666664,0.5651741293532337,0.02124394184168013,0,0.2536815603327528,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
6425-JWTDV,0,0.6666666666666666,0.009950248756218888,0.09650357719824602,0,0.05048809847508422,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
8405-IGQFX,0,0.875,0.7144278606965173,0.6690745441957073,0,0.49896007800754255,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False
8224-IVVPA,0,0.375,0.38258706467661696,0.18857027463651052,0,0.3044215073263751,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
9477-LGWQI,0,0.9722222222222222,0.6159203980099502,0.6440514654973459,0,0.4255866816453321,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False
1410-RSCMR,0,0.09722222222222221,0.5283582089552238,0.05734479575351951,0,0.33761020895437616,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False
3115-CZMZD,0,0.0,0.019900497512437804,0.15909012231710132,0,1.0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0139-IVFJG,0,0.027777777777777776,0.717412935323383,0.019813062543272558,0,0.33169436514521217,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
6683-VLCTZ,1,0.2777777777777778,0.7990049751243781,0.21047772905608125,1,0.4797958337538621,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
5730-DBDSI,0,0.9166666666666666,0.014427860696517386,0.14251096238172167,0,0.05819724401807268,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0030-FNXPP,0,0.041666666666666664,0.015920398009950265,0.004431110085391184,0,0.0312458331081866,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
2189-WWOEW,0,0.20833333333333331,0.673134328358209,0.1443284098776829,1,0.4284661198428593,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
5684-FJVYR,0,1.0,0.717412935323383,0.7552042464804984,0,0.4929692078098133,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
4013-GUXND,0,0.013888888888888888,0.025373134328358193,0.00023078698361412393,0,0.007429790934519939,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1894-IGFSG,0,0.3055555555555555,0.7064676616915423,0.21798407569813064,1,0.45046924213952416,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
7379-POKDZ,0,0.041666666666666664,0.517910447761194,0.02193053311793215,1,0.26276524308488847,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1266-NZYUI,0,1.0,0.4835820895522387,0.5469651511654743,0,0.3420087943690025,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
7969-FFOWG,0,0.9027777777777777,0.01641791044776117,0.14698822986383567,0,0.06351869833808142,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
4718-DHSMV,0,0.15277777777777776,0.17462686567164176,0.03973574890376183,0,0.12872367238950816,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
5175-WLYXL,0,0.3055555555555555,0.6029850746268656,0.18248903761827834,0,0.3687990685317218,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
7817-OMJNA,0,0.19444444444444442,0.021393034825870627,0.02964458804523425,0,0.05616107722833018,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
8728-SKJLR,0,0.5694444444444444,0.5572139303482587,0.3542926378952227,0,0.393066473823507,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
3137-NYQQI,0,0.2361111111111111,0.46318407960199004,0.1334871913224094,0,0.3427542365819861,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True
7706-DZNKK,0,0.15277777777777776,0.021890547263681587,0.025213477959843068,0,0.06467989231352635,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
0236-HFWSV,0,0.20833333333333331,0.7472636815920397,0.1645338102930995,1,0.4952960715192862,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
3900-AQPHZ,0,0.013888888888888888,0.01641791044776117,0.00012693284098776788,1,0.0046817860683276286,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
5842-POCOP,0,0.06944444444444445,0.7029850746268657,0.05023655665820448,1,0.40614494142742225,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
2037-XJFUP,0,0.4583333333333333,0.771641791044776,0.348251788599123,1,0.4893454286288917,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
8823-RLPWL,0,1.0,0.9194029850746269,0.9285541195476575,0,0.6186371015765529,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False
9505-SQFSW,0,0.041666666666666664,0.2194029850746268,0.008504500346180475,0,0.08513726187295796,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
7314-OXENN,0,0.027777777777777776,0.6343283582089552,0.019138010616201247,1,0.31978634405837886,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
3758-CKOQL,0,0.8194444444444444,0.8830845771144279,0.7077659819986153,0,0.5700888761852952,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False
0322-CHQRU,0,0.027777777777777776,0.26965174129353237,0.008158319870759288,1,0.12610288997082475,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5676-CFLYY,0,0.986111111111111,0.5482587064676616,0.5926263558735287,0,0.3810990822611695,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False
7521-AFHAB,0,0.06944444444444445,0.2641791044776119,0.02326909762289407,0,0.16828985356477705,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0285-INHLN,0,0.375,0.36318407960199006,0.1721093930302331,0,0.2733101665198407,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
4678-DVQEO,0,0.013888888888888888,0.33781094527363187,0.003854142626355874,1,0.10330462737722933,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
5125-CNDSP,0,0.875,0.22238805970149256,0.29657858296792056,0,0.19094976174670653,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0691-IFBQW,1,0.6388888888888888,0.9129353233830845,0.5603507962150935,1,0.5772997362356764,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
4992-LTJNE,0,1.0,0.3686567164179104,0.45751211631663974,0,0.27716089871383426,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2202-OUTMO,0,0.4722222222222222,0.4238805970149254,0.22903300253865683,0,0.2935014594176251,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0810-BDHAW,0,0.3333333333333333,0.5985074626865672,0.20927763674128783,0,0.39151537774347855,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False
0229-LFJAF,0,1.0,0.5114427860696518,0.5642107085160397,0,0.3545107525806445,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
7131-ZQZNK,0,0.8333333333333333,0.41393034825870645,0.41211631663974146,0,0.3033333531746373,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
3442-ZHHCC,0,0.9444444444444444,0.5835820895522389,0.5774521117009,0,0.3884687651987505,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False
5726-CVNYA,0,0.1111111111111111,0.015920398009950265,0.014747288252942532,0,0.04339133609703655,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
9871-ELEYA,0,0.4722222222222222,0.49154228855721394,0.26777059773828754,0,0.3520732202798955,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
4257-GAESD,0,0.08333333333333333,0.26616915422885573,0.03229863835679668,0,0.20450099705288255,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
5173-WXOQV,0,0.027777777777777776,0.45721393034825875,0.0144068774521117,0,0.23632841849253838,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
2040-OBMLJ,0,0.4305555555555555,0.6313432835820896,0.29192822524809603,0,0.4302885814034244,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
6286-ZHAOK,0,0.2777777777777778,0.072636815920398,0.056381260096930536,0,0.09146930483182965,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
3807-XHCJH,0,0.013888888888888888,0.01741293532338306,0.00013847219016847444,0,0.004987119942348996,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
3009-JWMPU,0,0.861111111111111,0.7810945273631841,0.7046618970690053,1,0.5376638727350547,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
5671-RQRLP,1,0.9722222222222222,0.5711442786069653,0.6222709439187629,0,0.4093523805970129,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
1450-GALXR,0,0.1388888888888889,0.7985074626865671,0.11994576505885068,1,0.5314104763800975,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
8859-AXJZP,0,0.5416666666666666,0.05522388059701491,0.10212324024924994,0,0.08190072280833145,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
3174-AKMAS,0,0.6388888888888888,0.45721393034825875,0.34510731594738053,0,0.3349425978475672,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False
3138-BKYAV,0,0.08333333333333333,0.6676616915422885,0.054309946918993775,1,0.3709079583945277,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
9926-PJHDQ,0,1.0,0.5825870646766169,0.6288541426263559,0,0.4013732282592116,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False
7382-DFJTU,0,0.25,0.36766169154228856,0.11992845603507962,0,0.28399799998229536,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
2798-NYLMZ,0,0.986111111111111,0.8985074626865671,0.876667435956612,0,0.5898711186232796,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
4289-DTDKW,0,0.5555555555555556,0.8263681592039801,0.4724555735056543,1,0.5565392511074837,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1820-TQVEV,0,0.013888888888888888,0.5104477611940298,0.0058562197092084005,1,0.1562800545199366,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2239-JALAW,0,0.8055555555555555,0.845771144278607,0.6922282483267943,1,0.5667652220888152,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False
4853-RULSV,0,0.9722222222222222,0.8532338308457711,0.8344507269789984,1,0.5675024259087846,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
8098-TDCBU,0,0.5833333333333333,0.06965174129353235,0.12570966997461344,0,0.10130220522667059,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
3551-GAEGL,0,0.4722222222222222,0.12089552238805967,0.10614470343872606,0,0.10769271133816498,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
4785-NKHCX,1,0.06944444444444445,0.01791044776119402,0.008694899607662128,0,0.039744292601781334,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
3196-NVXLZ,0,0.3472222222222222,0.6601990049751243,0.23877798292176325,0,0.43434526486908814,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
6275-YDUVO,0,0.027777777777777776,0.6761194029850747,0.018451419339949225,1,0.30767476705553126,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
0036-IHMOT,0,0.7638888888888888,0.8502487562189055,0.6505827371336257,0,0.5607765565203507,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0115-TFERT,0,0.29166666666666663,0.9248756218905473,0.26520886222017076,1,0.5870922719516305,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
4178-EGMON,0,0.9722222222222222,0.6940298507462687,0.688627971382414,0,0.4588121677113756,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False
4220-TINQT,0,0.8472222222222222,0.8766169154228854,0.7768924532656358,0,0.6088932000974818,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
5318-YKDPV,0,0.5972222222222222,0.6059701492537314,0.4093930302330948,0,0.43892207017653423,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
7975-TZMLR,0,0.6527777777777778,0.8442786069651741,0.5620240018462959,0,0.5659490577433556,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0295-QVKPB,0,0.06944444444444445,0.454726368159204,0.034537272097853684,0,0.26767602955873215,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False
4335-BSMJS,0,0.861111111111111,0.07512437810945272,0.178300253865682,0,0.09551619030497001,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
2311-QYMUQ,0,0.2222222222222222,0.708457711442786,0.16287214401107777,1,0.4576894902193234,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
3643-AHCFP,1,0.09722222222222221,0.7696517412935323,0.07218439879990769,1,0.4357750494522458,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
9146-JRIOX,0,0.19444444444444442,0.072636815920398,0.04080890837756751,0,0.09554914697708657,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
3104-OWCGK,0,0.8333333333333333,0.7233830845771144,0.6271174705746595,1,0.48985731188828047,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
5337-IIWKZ,0,0.4722222222222222,0.2646766169154229,0.164297253634895,0,0.19562014323134674,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
9101-BWFSS,0,0.6944444444444444,0.8985074626865671,0.6452688668359104,1,0.6157386851269722,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False
9650-VBUOG,0,0.5277777777777778,0.06766169154228854,0.10906415878144474,0,0.09485705686263816,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
3487-EARAT,0,0.9722222222222222,0.5557213930348258,0.6004500346180476,0,0.39308797620900154,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False
2672-TGEFF,0,0.5138888888888888,0.7019900497512437,0.3833083314101085,0,0.48075354138127496,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
9231-ZJYAM,1,0.05555555555555555,0.6029850746268656,0.03161781675513502,1,0.3015273783919011,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
4250-WAROZ,1,0.8333333333333333,0.7462686567164178,0.6641760904684976,0,0.5220074671807272,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
8184-WMOFI,0,0.861111111111111,0.5288557213930348,0.5156358181398569,0,0.3788805651050858,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
6982-SSHFK,0,0.013888888888888888,0.2601990049751243,0.0029540733902607887,1,0.07948858520356265,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6092-QZVPP,0,0.5,0.6064676616915423,0.3272732517885991,0,0.41511653088796896,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False
4625-LAMOB,0,0.611111111111111,0.021393034825870627,0.1023251788599123,0,0.06680705163587519,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0727-BMPLR,1,0.7638888888888888,0.8134328358208955,0.6335679667666744,1,0.5446974566187612,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0392-BZIUW,0,1.0,0.86318407960199,0.8736441264712671,0,0.5788307662469453,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False
1038-ZAGBI,0,0.16666666666666666,0.015422885572139305,0.024324948072928686,1,0.051773664330853925,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
6549-NNDYT,0,0.18055555555555555,0.12537313432835823,0.0433071774751904,0,0.11582331621210541,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3027-ZTDHO,0,0.013888888888888888,0.7129353233830846,0.008204477267482115,1,0.21841549788328485,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0422-OHQHQ,0,0.20833333333333331,0.02288557213930348,0.03198130625432726,0,0.05687479515885513,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
6916-HIJSE,0,0.9027777777777777,0.6626865671641791,0.6277867528271406,0,0.4490350981857874,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
2316-ESMLS,0,0.16666666666666666,0.14825870646766165,0.049151857835218096,0,0.15283917663192653,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
9778-OGKQZ,0,1.0,0.7338308457711442,0.7804465728132933,0,0.5112683269720529,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
7408-OFWXJ,0,1.0,0.7119402985074627,0.7490941610893146,0,0.4885397753085992,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
6007-TCTST,0,1.0,0.9706467661691541,0.975963535656589,0,0.653005984355095,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
2252-NKNSI,0,0.7222222222222222,0.6656716417910448,0.5126990537733672,0,0.4580161737426938,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True
8713-IGZSO,0,0.027777777777777776,0.06567164179104479,0.004984998846065082,0,0.0701250130669074,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
7905-TVXTA,0,0.06944444444444445,0.45870646766169143,0.03852411723978768,0,0.30284031405019296,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
7695-PKLCZ,0,0.9444444444444444,0.02238805970149252,0.16225478882991,0,0.0700276602375093,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
2382-BCKQJ,0,0.861111111111111,0.8149253731343283,0.7379240710823909,1,0.5656043454927242,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
8374-UULRV,0,1.0,0.6746268656716418,0.7259231479344564,0,0.47174222958161555,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False
2207-NHRJK,0,0.013888888888888888,0.32388059701492533,0.0036925917378259863,1,0.09902995314093017,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3224-DFQNQ,0,0.9166666666666666,0.7039800995024875,0.6784906531271637,0,0.4815449389596988,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
5275-PMFUT,0,1.0,0.46318407960199004,0.5424590353104085,0,0.3387421401825547,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
4795-UXVCJ,0,0.3611111111111111,0.015422885572139305,0.05060004615739673,0,0.04734936779731354,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
9777-IQHWP,0,0.8888888888888888,0.7477611940298508,0.6696861297022848,0,0.4909189342810318,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
0947-MUGVO,1,0.2777777777777778,0.5512437810945274,0.1667089776136626,1,0.3694976066907148,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
